fpr,tpr,threshold
0.0,0.0,inf
0.0,0.7186311787072244,1.0
0.0,0.8060836501901141,0.9990234375
0.0,0.8403041825095057,0.998046875
0.0,0.8479087452471483,0.9970703125
0.0,0.8593155893536122,0.99609375
0.0,0.870722433460076,0.9912109375
0.0,0.8897338403041825,0.990234375
0.0,0.9467680608365019,0.77734375
0.0,0.9581749049429658,0.5
0.0,0.9771863117870723,0.07781982421875
0.002506265664160401,0.9771863117870723,0.070556640625
0.002506265664160401,0.9809885931558935,0.0411376953125
0.005012531328320802,0.9809885931558935,0.0194244384765625
0.005012531328320802,0.9847908745247148,0.01861572265625
0.020050125313283207,0.9847908745247148,0.002651214599609375
0.020050125313283207,0.9885931558935361,0.002166748046875
0.03258145363408521,0.9885931558935361,0.00119781494140625
0.03258145363408521,0.9923954372623575,0.0011930465698242188
0.05012531328320802,0.9923954372623575,0.0007491111755371094
0.05012531328320802,0.9961977186311787,0.0007152557373046875
0.06516290726817042,0.9961977186311787,0.0006513595581054688
0.07017543859649122,0.9961977186311787,0.0006313323974609375
0.14536340852130325,0.9961977186311787,0.00022351741790771484
0.15538847117794485,0.9961977186311787,0.00020992755889892578
0.16290726817042606,0.9961977186311787,0.0002034902572631836
0.18796992481203006,0.9961977186311787,0.00017273426055908203
0.19548872180451127,0.9961977186311787,0.00017130374908447266
0.20300751879699247,0.9961977186311787,0.00016224384307861328
0.20802005012531327,0.9961977186311787,0.00015974044799804688
0.21052631578947367,0.9961977186311787,0.00015842914581298828
0.21553884711779447,0.9961977186311787,0.00015604496002197266
0.21804511278195488,0.9961977186311787,0.00015473365783691406
0.23308270676691728,0.9961977186311787,0.00014889240264892578
0.24060150375939848,0.9961977186311787,0.00014209747314453125
0.2506265664160401,0.9961977186311787,0.0001302957534790039
0.2606516290726817,0.9961977186311787,0.00012731552124023438
0.2756892230576441,0.9961977186311787,0.00012540817260742188
0.2807017543859649,0.9961977186311787,0.0001214742660522461
0.2857142857142857,0.9961977186311787,0.00011962652206420898
0.2882205513784461,0.9961977186311787,0.00011867284774780273
0.2957393483709273,0.9961977186311787,0.00011777877807617188
0.2982456140350877,0.9961977186311787,0.00011682510375976562
0.3057644110275689,0.9961977186311787,0.00011593103408813477
0.3082706766917293,0.9961977186311787,0.0001150369644165039
0.3182957393483709,0.9961977186311787,0.00010979175567626953
0.3308270676691729,0.9961977186311787,0.00010228157043457031
0.3408521303258145,0.9961977186311787,9.918212890625e-05
0.3458646616541353,0.9961977186311787,9.608268737792969e-05
0.3508771929824561,0.9961977186311787,9.459257125854492e-05
0.3583959899749373,0.9961977186311787,9.03010368347168e-05
0.3634085213032581,0.9961977186311787,8.887052536010742e-05
0.3684210526315789,0.9961977186311787,8.684396743774414e-05
0.37343358395989973,0.9961977186311787,8.547306060791016e-05
0.37593984962406013,0.9961977186311787,8.416175842285156e-05
0.38345864661654133,0.9961977186311787,8.350610733032227e-05
0.38596491228070173,0.9961977186311787,8.285045623779297e-05
0.39097744360902253,0.9961977186311787,8.219480514526367e-05
0.40100250626566414,0.9961977186311787,7.969141006469727e-05
0.40601503759398494,0.9961977186311787,7.843971252441406e-05
0.41604010025062654,0.9961977186311787,7.665157318115234e-05
0.42105263157894735,0.9961977186311787,7.545948028564453e-05
0.42606516290726815,0.9961977186311787,7.486343383789062e-05
0.43107769423558895,0.9961977186311787,7.367134094238281e-05
0.43609022556390975,0.9961977186311787,7.253885269165039e-05
0.43859649122807015,0.9961977186311787,7.140636444091797e-05
0.44862155388471175,0.9961977186311787,7.033348083496094e-05
0.45614035087719296,0.9961977186311787,6.920099258422852e-05
0.46867167919799496,0.9961977186311787,6.812810897827148e-05
0.47117794486215536,0.9961977186311787,6.711483001708984e-05
0.48120300751879697,0.9961977186311787,6.604194641113281e-05
0.48621553884711777,0.9961977186311787,6.556510925292969e-05
0.49624060150375937,0.9961977186311787,6.252527236938477e-05
0.5087719298245614,0.9961977186311787,6.204843521118164e-05
0.5112781954887218,0.9961977186311787,6.157159805297852e-05
0.5238095238095238,0.9961977186311787,6.109476089477539e-05
0.5263157894736842,0.9961977186311787,6.0617923736572266e-05
0.531328320802005,0.9961977186311787,6.014108657836914e-05
0.5388471177944862,0.9961977186311787,5.8770179748535156e-05
0.5538847117794486,0.9961977186311787,5.829334259033203e-05
0.568922305764411,0.9961977186311787,5.650520324707031e-05
0.5839598997493735,0.9961977186311787,5.561113357543945e-05
0.5939849624060151,0.9961977186311787,5.4776668548583984e-05
0.6015037593984962,0.9961977186311787,5.3942203521728516e-05
0.6040100250626567,0.9961977186311787,5.269050598144531e-05
0.6115288220551378,0.9961977186311787,5.227327346801758e-05
0.6165413533834586,0.9961977186311787,5.1856040954589844e-05
0.6290726817042607,0.9961977186311787,5.143880844116211e-05
0.631578947368421,0.9961977186311787,5.1021575927734375e-05
0.6416040100250626,0.9961977186311787,5.02467155456543e-05
0.6441102756892231,0.9961977186311787,4.988908767700195e-05
0.6541353383458647,0.9961977186311787,4.9114227294921875e-05
0.6591478696741855,0.9961977186311787,4.83393669128418e-05
0.6691729323308271,0.9961977186311787,4.756450653076172e-05
0.6716791979949874,0.9961977186311787,4.7206878662109375e-05
0.681704260651629,0.9961977186311787,4.684925079345703e-05
0.6942355889724311,0.9961977186311787,4.6133995056152344e-05
0.7042606516290727,0.9961977186311787,4.470348358154297e-05
0.7218045112781954,0.9961977186311787,4.398822784423828e-05
0.7293233082706767,0.9961977186311787,4.297494888305664e-05
0.7343358395989975,0.9961977186311787,4.267692565917969e-05
0.7468671679197995,0.9961977186311787,4.1961669921875e-05
0.7493734335839599,0.9961977186311787,4.166364669799805e-05
0.7543859649122807,1.0,4.1365623474121094e-05
0.7568922305764411,1.0,4.100799560546875e-05
0.7644110275689223,1.0,4.07099723815918e-05
0.7694235588972431,1.0,4.00543212890625e-05
0.7719298245614035,1.0,3.9458274841308594e-05
0.8020050125313283,1.0,3.707408905029297e-05
0.8120300751879699,1.0,3.5643577575683594e-05
0.8245614035087719,1.0,3.534555435180664e-05
0.8270676691729323,1.0,3.510713577270508e-05
0.8320802005012531,1.0,3.4809112548828125e-05
0.8345864661654135,1.0,3.451108932495117e-05
0.8446115288220551,1.0,3.427267074584961e-05
0.849624060150376,1.0,3.3974647521972656e-05
0.8521303258145363,1.0,3.2961368560791016e-05
0.8671679197994987,1.0,3.218650817871094e-05
0.8696741854636592,1.0,3.1948089599609375e-05
0.8771929824561403,1.0,3.170967102050781e-05
0.8796992481203008,1.0,3.147125244140625e-05
0.8847117794486216,1.0,3.11732292175293e-05
0.8922305764411027,1.0,3.0934810638427734e-05
0.8972431077694235,1.0,3.045797348022461e-05
0.9097744360902256,1.0,3.0219554901123047e-05
0.9122807017543859,1.0,2.956390380859375e-05
0.9197994987468672,1.0,2.9325485229492188e-05
0.9298245614035088,1.0,2.7954578399658203e-05
0.9398496240601504,1.0,2.753734588623047e-05
0.9448621553884712,1.0,2.6285648345947266e-05
0.949874686716792,1.0,2.586841583251953e-05
0.9523809523809523,1.0,2.5451183319091797e-05
0.9598997493734336,1.0,2.467632293701172e-05
0.9649122807017544,1.0,2.4318695068359375e-05
0.9724310776942355,1.0,2.3365020751953125e-05
0.9774436090225563,1.0,2.3186206817626953e-05
1.0,1.0,1.7523765563964844e-05
